QD1_yrborn2,QD2_gender,QD14_ethnic,QD4_adulthh,QD5_childhh,QD3_marstat,QD16_disab,QD18_urbrur,QL2_Edntt,QO1_Labfor,QO4E_grader,Q1_income,weight
3,0,9,2,0,2,0,3,8,1,5,2,1.0420059831623572
-2,1,9,2,2,-2,0,1,8,-2,NA,1,0.9108098178239171
-2,1,2,2,2,2,0,1,6,11,NA,-2,0.9108098178239171
7,1,9,1,0,5,1,2,1,3,4,1,0.4928489794206816
3,1,9,1,0,1,0,2,5,1,3,3,0.5635557668858554
6,1,9,2,0,2,1,1,1,3,5,2,0.6783824985263547
6,1,13,1,0,5,0,2,4,1,5,2,0.46197952910327406
6,1,9,1,0,1,0,2,5,3,3,1,0.46197952910327406
3,1,9,2,2,2,0,4,7,1,3,-2,1.1512487996953988
1,1,9,2,0,-2,0,4,5,4,5,-2,1.561352078138099
5,1,9,2,0,2,1,4,7,2,3,-2,1.2074395999948395
1,1,9,4,0,1,0,4,3,2,5,-2,2.015568555380283
2,1,9,5,0,-2,0,4,1,1,4,-2,1.6335760509459483
6,1,9,2,0,2,0,4,1,3,5,2,0.7538728764833076
6,0,9,1,0,5,0,3,1,3,5,2,0.5873388441770774
4,1,9,2,0,2,0,3,1,1,5,3,1.2016315603365928
3,1,9,2,2,3,0,3,1,1,5,2,0.9196282092101594
-2,1,9,2,2,1,0,3,1,2,5,2,0.9196282092101594
2,1,9,2,1,2,0,3,7,1,3,4,0.9096246906352996
1,0,9,3,2,1,0,2,7,9,5,3,1.6575235015623788
4,1,9,2,3,3,0,3,1,1,3,3,1.0813040840676937
5,0,9,5,2,2,0,2,3,4,4,-2,1.2818117974359313
6,0,9,1,0,5,1,3,7,5,NA,2,0.5821309950407941
1,0,9,2,0,3,0,3,1,1,5,1,1.4649714064959813
3,0,9,1,1,2,0,3,3,2,5,1,0.7356065534457744
2,0,9,2,2,2,0,1,3,1,4,3,1.1873286069006541
4,0,9,1,0,1,0,3,4,1,3,7,0.9611797917443714
2,1,9,2,2,3,0,3,1,11,NA,2,1.0018846494799192
7,1,9,1,0,5,1,3,1,3,5,1,0.5428368777551117
6,1,9,2,1,5,0,3,1,3,4,1,0.7471883940119307
2,1,9,2,3,2,0,3,3,11,NA,3,1.0018846494799192
3,0,9,1,0,1,1,3,7,1,3,2,0.6398932848276734
6,1,9,2,0,2,1,3,3,3,2,-2,0.6732909548319161
6,1,9,1,0,5,0,3,1,3,6,-2,0.458512179984635
-2,1,9,1,0,1,0,3,1,-2,NA,-2,0.5593260457217843
4,1,9,3,0,2,0,3,1,1,5,2,1.592614825000242
2,1,9,2,3,2,0,3,1,2,3,1,1.037835261623262
3,0,1,2,2,2,0,3,7,1,5,-2,1.0801833852411897
2,1,10,1,3,1,0,3,3,2,4,2,0.7067674158649613
3,0,9,3,1,3,0,4,1,1,5,-2,1.5324194379924967
5,1,9,2,1,2,1,4,1,5,NA,-2,1.088264942133124
6,0,9,2,0,2,0,4,7,3,2,-2,0.9731208033216842
2,1,9,2,2,2,0,4,7,11,NA,-2,1.140543497260362
2,1,9,2,2,2,0,4,7,1,2,-2,1.140543497260362
6,0,10,2,0,2,1,3,0,3,4,2,0.8010034080310955
5,0,10,2,0,2,0,3,4,1,2,5,1.0248133048405326
4,0,10,2,0,2,0,3,1,1,3,3,1.2767550140778212
3,1,10,2,1,4,1,3,5,4,6,-2,0.854094688352107
4,0,10,2,2,2,0,3,5,1,2,4,1.2767550140778212
2,1,12,2,0,3,0,3,7,1,2,5,0.9388137887863579
5,0,9,1,0,4,0,3,4,1,5,3,0.9635818369216291
1,1,9,1,2,1,0,4,5,11,NA,1,1.089134527760985
4,1,11,3,2,2,0,4,5,1,3,1,1.9891042476123848
5,1,9,2,0,4,0,3,5,2,3,2,1.2367957922908455
5,1,11,1,0,1,0,3,6,1,5,2,0.8422598444986832
6,1,9,2,0,2,1,3,1,3,6,-2,1.063323197370582
4,0,9,2,0,2,0,3,7,1,3,-2,1.9390142737139875
5,1,9,1,0,1,1,3,1,5,NA,-2,0.9264538202107034
3,0,13,2,1,3,0,3,4,1,3,3,1.483959212646713
5,0,9,1,0,1,1,1,0,3,4,1,1.1867565131295448
2,1,9,2,2,3,0,1,1,11,NA,2,1.596423939487696
5,1,9,2,0,2,0,1,1,2,3,5,1.5232494072340623
4,1,9,2,0,1,1,1,0,5,NA,1,1.8977274291728539
4,1,9,2,0,2,0,1,1,1,4,4,1.8977274291728539
3,0,9,1,0,1,1,3,1,5,NA,1,1.0105785154484788
6,0,10,1,0,1,0,3,3,3,4,-2,0.8284301467956315
5,0,9,2,0,2,0,3,7,6,NA,2,1.556389130308654
6,0,9,2,0,2,0,3,7,3,2,-2,1.2164879121995555
4,0,7,1,1,1,1,2,1,2,5,1,1.3207653410474873
1,1,9,2,1,1,0,3,1,1,5,1,1.7595745474667945
3,0,9,2,0,3,0,2,4,1,5,3,1.4842891927770965
6,0,12,1,0,1,0,2,4,3,4,2,0.82861436040846
7,0,9,1,0,5,0,4,0,3,5,-2,1.1247183631426068
2,1,9,2,0,2,0,4,5,1,2,-2,1.8144694280654399
8,1,9,1,0,5,1,4,7,3,2,-2,1.4030297105424125
2,0,10,1,0,1,0,3,7,1,3,-2,1.1551345510830524
2,1,10,1,1,1,1,3,5,7,NA,1,1.0096946726169962
2,1,10,2,2,3,0,3,6,2,5,-2,1.482661355337993
5,1,10,3,0,3,0,3,1,1,3,4,1.826255273036487
3,1,10,1,1,1,0,3,1,1,3,3,0.9185792401434831
4,0,9,1,0,1,0,2,3,1,4,3,0.7766604783024601
5,1,9,1,0,4,0,3,1,1,5,1,0.5449113821106267
4,0,10,3,1,3,0,3,3,1,3,6,1.4722441519544662
6,0,9,2,0,2,0,3,1,3,4,3,0.7155004330456238
2,0,9,2,0,1,0,3,1,4,5,1,0.9593951221801226
2,1,9,1,2,1,0,3,3,11,NA,1,0.5100441319566874
1,1,9,1,1,1,0,3,5,11,NA,-2,0.62931194028759
3,0,9,2,2,3,0,3,5,1,5,-2,0.7795226332061758
2,1,9,1,2,1,0,3,1,11,NA,1,0.5100441319566874
6,0,9,2,0,2,0,2,0,3,5,1,0.7963555430419873
2,0,9,1,2,1,0,1,3,4,3,2,0.7271813117613352
4,0,5,2,0,1,0,2,7,4,5,1,1.2693465750248765
5,1,9,2,2,2,1,2,1,4,5,1,0.8905840015008845
6,0,9,1,0,4,1,2,1,3,3,2,0.5423193546008418
4,1,9,-2,-2,1,0,2,1,1,5,-2,0.7555893064930065
2,0,12,1,0,1,0,3,1,1,5,-2,0.5836423880382647
2,1,1,2,2,2,0,3,7,1,3,-2,0.7491283273192468
3,0,6,1,0,1,0,3,1,4,5,-2,0.5309741606639952
6,0,9,1,0,1,0,3,1,3,4,-2,0.43527048629996945
5,1,9,2,0,2,0,2,4,2,3,3,0.7930668230154058
2,1,9,1,0,1,0,3,3,1,5,2,0.5660243214273791
3,1,9,2,2,3,0,3,1,2,4,-2,0.8491387583778108
8,0,9,1,0,1,0,3,1,3,-2,1,0.825680113982839
3,0,9,-2,-2,1,1,3,1,4,5,1,0.6615600487154871
4,0,9,2,0,2,0,3,1,4,5,1,1.2693465750248765
7,1,9,1,0,1,1,1,8,3,2,-2,0.5057125418602013
7,0,9,1,0,5,0,3,7,3,2,3,0.4677627610726211
4,1,9,1,1,1,0,3,5,2,2,2,0.6108930910946511
6,1,9,2,0,2,0,3,1,2,5,1,0.562786807664213
1,1,9,2,0,1,0,3,1,1,5,2,1.0346970556939088
-2,1,9,1,0,5,0,3,3,3,6,1,0.4259076966350134
3,1,9,2,1,1,0,3,1,1,5,2,0.7629244935174813
3,1,9,2,0,1,0,3,1,1,5,2,0.7629244935174813
4,1,2,3,1,2,0,3,7,11,NA,-2,1.286877858190802
5,0,9,1,0,1,1,2,1,5,NA,1,0.6400458527585263
4,1,9,1,0,2,1,3,1,5,NA,-2,0.6969977811148224
4,1,9,1,0,1,0,3,1,1,5,-2,0.6969977811148224
5,0,9,2,0,2,0,1,1,1,4,3,0.9398596202055898
4,0,9,2,2,2,0,2,7,1,3,-2,1.1709161824489478
2,0,9,1,1,1,0,3,7,1,2,4,0.647084536501693
2,0,9,3,0,1,0,3,4,1,4,-2,1.2266189040119775
2,1,9,1,0,1,0,3,4,1,3,3,0.5656118662765389
2,0,9,1,2,1,0,3,1,1,5,-2,0.647084536501693
2,1,9,2,1,2,0,3,2,2,3,2,0.8305588600118639
6,1,10,1,0,5,0,3,1,3,5,2,0.39555713687455585
5,0,10,2,0,2,0,3,4,1,5,3,0.8501861553561417
3,1,10,4,0,1,0,3,1,2,5,-2,0.9146859815589591
5,1,10,2,0,4,0,3,1,2,3,3,0.7431415076200097
2,1,10,1,3,1,1,1,1,11,NA,-2,0.530391835048387
6,1,10,1,0,5,0,2,1,3,5,-2,0.39555713687455585
6,0,10,1,0,1,1,1,1,3,6,1,0.45253454150352834
3,1,10,3,2,3,0,1,5,1,3,-2,0.9146859815589591
3,0,10,2,2,3,0,1,1,4,5,-2,0.8106209129430465
3,1,10,2,0,4,0,1,1,1,5,-2,0.7085578182585875
6,0,11,1,0,1,1,1,7,3,2,-2,0.4946779824671957
4,0,13,1,0,1,0,1,1,2,3,1,0.7884892725005416
4,0,11,1,0,1,0,1,1,4,5,1,0.7884892725005416
2,0,2,1,0,1,0,1,1,1,5,-2,0.6633002881756036
2,0,11,3,0,1,0,1,7,1,2,2,1.25735761962635
2,1,6,1,4,4,0,1,7,11,NA,1,0.5797859363554543
2,1,9,2,2,2,0,2,5,4,6,3,0.851372425264607
6,1,11,2,0,1,0,1,1,3,5,1,0.6349389577629756
4,1,-2,1,2,1,0,1,0,2,5,2,0.7909938041853042
2,0,12,2,1,2,0,1,0,1,4,2,1.1178457789180507
3,1,12,2,2,2,0,1,5,2,4,-2,0.8889266841108577
4,1,7,1,2,2,0,1,3,2,3,-2,0.7909938041853042
5,1,13,1,0,2,0,1,0,4,6,2,0.6349072184071455
1,0,6,3,0,1,0,1,1,1,4,4,1.7804789212339123
2,0,9,3,2,1,0,1,2,1,4,4,1.4430408319170416
4,1,10,3,2,2,0,1,0,11,NA,3,1.4994145253655062
5,1,9,2,0,1,0,2,5,1,3,4,0.9323139187389705
6,1,7,2,0,2,0,1,3,3,3,-2,0.7287050458238797
2,1,-2,2,3,2,0,1,3,4,6,-2,0.9771008292693698
3,0,12,4,0,3,0,1,4,1,4,4,1.31281999086192
2,1,7,1,2,1,0,1,1,1,5,3,0.6654071736415016
4,1,5,1,0,1,0,1,0,3,6,1,0.7909938041853042
-2,1,9,2,0,2,0,1,8,3,-2,-2,0.8450346518944025
6,1,9,2,0,-2,0,6,4,3,4,-2,0.7921061559608118
7,0,9,2,0,2,0,2,0,3,-2,-2,0.9667563370772934
3,1,9,1,1,1,0,2,7,11,NA,-2,0.6580299361307299
6,0,9,2,0,2,1,3,4,3,4,2,0.9068646607574844
3,1,9,2,1,2,1,3,1,1,4,5,0.9669725272593781
6,0,9,1,0,1,-2,3,0,3,6,1,0.6175762344211874
3,1,9,2,-2,2,0,1,8,1,5,-2,0.9756232383257835
7,0,9,2,0,2,0,2,4,3,4,-2,0.9761163984080394
2,1,9,1,2,1,0,3,3,2,5,2,0.73030398699604
6,0,9,3,0,-2,0,3,1,3,6,-2,1.1811558570190794
2,0,9,2,1,3,1,4,7,4,3,-2,1.1040140520122175
1,0,9,3,0,1,0,3,1,1,3,-2,1.935389801608029
2,1,9,2,3,3,0,3,1,1,5,-2,1.0621136580488866
3,1,6,2,4,2,0,3,1,-2,NA,-2,0.9662679059480836
2,0,9,2,0,3,0,3,1,1,5,-2,1.2151041466917478
8,1,12,1,0,-2,0,3,1,3,5,-2,0.8212742497426784
5,1,12,2,0,3,0,3,1,4,6,1,1.0134300545238335
1,0,2,3,4,1,0,2,3,9,NA,-2,2.0062993317155424
3,0,6,2,2,2,0,1,7,1,3,-2,1.016970727927813
3,1,6,2,1,2,0,1,4,2,3,3,0.8889266841108577
6,0,9,1,0,2,0,1,2,3,3,2,0.567730704620566
3,0,9,4,0,2,0,1,5,1,3,-2,1.31281999086192
3,0,7,3,0,1,0,1,2,1,5,4,1.31281999086192
7,0,9,1,0,5,1,2,1,3,5,1,0.593814678227246
2,1,9,1,2,1,0,2,3,2,5,1,0.6523863934544211
2,1,6,1,1,1,0,1,5,1,5,-2,0.8949884891072146
6,1,9,1,0,1,1,1,0,3,5,2,0.6674670703681508
2,1,9,1,2,1,0,1,1,11,NA,2,0.8949884891072146
5,0,9,1,0,1,1,1,0,3,5,1,0.9769734129085336
4,1,9,6,3,2,0,1,0,4,4,3,2.0167482313998724
2,1,9,1,3,1,0,1,1,1,4,2,0.9822762479905336
6,1,9,2,0,2,0,1,1,3,5,-2,1.0757167741165543
7,0,9,2,0,2,1,1,1,3,4,-2,1.1725631507281487
4,1,13,1,1,5,0,1,7,10,NA,1,1.0428549519220782
2,0,6,2,1,3,0,1,4,1,5,2,1.473780198860803
2,1,9,2,3,3,0,1,7,1,3,2,1.288220505570507
3,1,7,1,3,1,0,1,5,11,NA,2,0.7981138841205261
3,1,9,2,0,1,1,2,1,5,NA,1,1.4605257344438713
4,1,9,1,0,1,0,2,1,2,4,-2,1.2996198982977314
3,1,9,3,2,3,0,1,3,1,3,2,1.8854105911712191
2,0,9,2,0,1,0,1,1,1,4,2,1.8366447497099323
5,1,9,1,-2,1,0,2,1,2,5,1,1.043166267863063
5,1,9,1,0,1,0,2,1,3,-2,-2,0.8433987358269162
5,1,9,2,0,2,0,3,1,1,5,2,1.2384681693035167
3,1,9,3,0,1,1,2,1,4,-2,3,1.524352309019662
2,1,9,1,4,1,1,3,1,4,-2,2,0.8839142992693492
7,0,9,1,0,4,1,3,1,3,4,2,0.8861590475130597
5,0,9,1,0,1,1,3,4,5,NA,-2,1.0627495687007302
6,0,9,3,0,2,0,3,1,3,4,3,1.5745961244365716
3,0,9,3,0,2,0,3,1,11,NA,-2,1.9208052966433042
4,1,10,2,0,4,1,1,4,5,NA,1,1.5924466274566849
3,0,10,1,0,1,-2,1,1,4,5,1,0.9495032371808306
5,0,10,1,0,4,1,1,1,3,4,1,0.9958471263542369
4,1,10,1,0,1,0,1,4,1,5,1,1.084458612468103
8,0,9,3,0,2,0,3,1,3,6,-2,1.9619162368789305
7,0,9,2,0,2,0,3,1,3,4,-2,1.0649228394880166
6,1,9,3,0,2,0,1,5,3,4,-2,0.8633937753660732
7,1,5,2,0,2,0,1,0,3,6,-2,0.7135153395803199
4,1,9,2,1,2,0,3,1,2,3,7,1.1700423616818356
7,0,9,2,0,2,-2,3,1,3,5,-2,0.8959051160515211
6,1,9,1,0,5,0,2,7,3,2,-2,0.5563826525601012
6,1,9,2,0,2,0,2,7,3,2,-2,0.8170064476949294
3,1,9,1,0,1,0,2,7,1,2,1,0.6787154683111524
6,0,9,2,0,2,0,2,7,3,1,-2,0.9346908543589303
6,0,9,2,0,2,0,1,7,3,2,3,0.7556964879339689
5,0,9,2,0,2,0,2,7,3,2,-2,0.966847091399552
6,0,9,2,0,2,0,2,1,1,4,-2,0.7556964879339689
5,1,9,2,-2,2,0,2,8,3,6,-2,0.8451139795845107
3,0,9,2,3,2,0,3,7,1,2,-2,1.0244365227799628
5,1,9,3,0,-2,0,6,7,1,3,3,1.2447387118321322
6,0,9,4,0,2,1,2,6,3,5,2,1.1130388274838978
2,1,9,1,1,1,0,2,4,2,5,1,0.5987772651821507
-2,0,9,2,0,2,0,4,1,1,3,-2,1.5214073800360757
3,1,9,2,2,2,0,6,7,1,2,-2,1.1612083484606466
4,0,9,1,0,1,0,3,2,5,NA,-2,1.1821151883146244
1,1,9,3,0,1,0,4,5,9,NA,-2,1.567728768725005
2,0,9,1,0,1,0,4,1,1,3,3,0.7668432317114834
1,1,9,1,0,1,0,3,7,1,3,3,0.8270319659616807
5,0,9,2,0,2,0,4,1,3,4,-2,1.3450492415276356
4,0,9,3,0,2,0,3,5,1,3,9,1.7543062354752337
-2,1,11,3,0,2,-2,3,7,3,2,-2,0.9620323794211685
7,1,9,1,0,1,1,2,1,3,-2,-2,0.5514426256699427
6,1,9,2,0,2,0,2,1,3,3,-2,0.759033784823155
5,1,9,2,0,4,1,2,5,5,NA,1,0.9711168688061773
2,1,7,3,0,1,0,2,7,1,4,2,1.3012503504501367
4,0,9,4,0,2,0,1,7,1,-2,-2,1.7696564849728775
7,1,9,1,0,5,1,3,1,3,5,1,0.49249859433105003
5,1,9,3,0,2,0,4,1,1,3,4,1.2425109538467032
7,1,9,2,0,2,0,4,1,3,5,-2,0.8025724284220374
2,0,9,2,0,1,0,2,4,1,2,3,1.0477742916388864
5,0,9,2,0,2,0,2,7,2,2,1,0.999747954898622
6,0,9,1,0,5,1,2,1,3,2,3,0.5321428484090283
6,0,9,2,0,2,1,6,8,3,6,1,0.7757197328162129
1,0,9,2,1,1,0,2,7,9,NA,-2,1.283366388465542
6,0,9,-2,0,2,0,2,7,3,2,2,0.7757197328162129
3,1,12,2,3,2,0,1,3,1,3,2,0.7575704008972021
6,1,12,2,0,2,0,1,7,3,2,6,0.621024639678569
2,1,9,2,0,1,0,1,7,1,3,-2,0.8327150935816345
1,0,12,4,0,1,0,1,2,7,NA,-2,1.5173783780575307
3,1,12,2,0,2,0,1,7,1,3,4,0.7575704008972021
2,0,12,2,0,1,0,1,7,1,3,-2,0.9526622273953272
2,0,5,2,0,2,0,1,7,1,3,3,1.12415079794679
2,0,5,1,0,1,0,1,1,1,4,2,0.7655484293959154
8,1,9,1,0,2,1,1,0,3,3,1,0.7597999773887639
3,1,9,2,1,2,0,1,5,11,NA,-2,0.8939405239125332
2,1,9,2,0,2,0,1,7,1,3,2,0.9826120003429898
2,1,9,3,0,1,0,4,7,1,2,3,1.392178701937418
4,0,9,1,0,1,1,3,3,5,NA,-2,0.9899345118026895
3,0,9,2,2,2,0,1,7,1,2,4,1.1124982249007798
6,0,9,1,0,5,0,2,0,3,4,-2,0.6210595681539426
4,1,9,-2,-2,3,0,2,8,11,NA,2,1.145209871181123
2,1,8,1,1,1,0,-3,7,1,6,1,0.6560660679698119
7,0,9,2,0,2,1,6,8,3,5,-2,0.8768907999784602
4,1,9,2,3,2,0,3,2,1,4,-2,1.145209871181123
2,1,9,2,1,3,0,2,7,1,2,4,1.2257437295137437
2,0,9,2,1,3,0,2,1,1,4,4,1.4023040540214995
3,1,9,3,0,2,0,2,5,1,3,6,1.254402657839261
2,1,9,1,0,1,0,3,4,1,3,3,0.7273806978510617
6,0,9,1,0,1,1,3,1,3,6,-2,0.6206070094772814
7,1,11,2,0,5,1,3,1,3,4,-2,0.8710966920272126
1,0,11,2,2,1,0,3,3,2,5,-2,1.5454806283549187
5,1,9,2,0,2,0,3,7,2,2,5,0.7726332338100684
1,1,9,2,1,1,0,4,1,11,NA,2,1.2956163525477915
5,0,9,1,0,4,1,4,0,3,6,1,0.7806054811303379
4,1,9,1,0,4,0,4,1,2,5,2,0.8500645476085626
5,0,1,4,0,2,0,1,7,1,3,5,1.5427544922600616
3,1,1,3,2,2,0,1,7,1,3,4,1.2857545965171742
3,1,1,2,0,2,0,1,7,1,2,-2,0.9960046290109625
2,1,9,3,1,1,0,2,3,1,5,-2,1.4132907752121886
6,0,9,1,0,4,1,3,4,3,5,1,0.6914637357870832
-2,1,-2,2,3,2,0,-3,8,-2,NA,-2,1.190053284327474
4,0,12,1,0,1,0,2,1,4,4,1,0.9938752132108676
2,1,2,2,2,2,0,2,1,11,NA,-2,1.0731381899442825
5,0,9,2,0,2,0,2,7,3,6,-2,1.3000147601275376
4,0,9,1,0,1,0,2,1,5,NA,1,1.1425360094880816
7,1,9,2,0,2,0,2,1,3,4,-2,0.9815156124964507
-2,0,9,2,0,-2,0,2,0,3,-2,-2,1.0525641929736282
3,1,9,2,3,2,0,4,5,1,3,8,1.109793388023498
2,0,11,1,0,4,0,4,3,1,5,2,0.9503994532397869
3,1,9,3,0,2,0,1,5,1,3,-2,0.8999668076840518
1,0,9,3,0,1,0,1,5,2,4,-2,1.3963704727952932
1,0,9,4,0,1,0,1,5,2,3,-2,1.3963704727952932
4,0,9,3,0,2,0,1,7,3,6,-2,1.3453275730249306
2,1,9,2,1,2,0,1,2,1,3,4,0.7663077224132411
3,1,12,2,2,2,0,1,1,11,NA,3,0.6971556693925939
2,0,9,2,1,3,0,3,7,1,4,5,0.9621923606906964
5,0,9,4,0,2,0,3,6,1,4,5,1.1851721001969653
4,1,9,2,3,3,0,3,1,2,5,5,0.9997812743099813
1,1,1,5,0,1,0,1,1,2,5,-2,1.205454596758656
5,1,12,2,0,2,0,4,5,2,2,5,0.7221355047621263
1,1,6,3,2,1,0,3,1,2,2,-2,1.205454596758656
4,0,9,2,3,2,0,4,7,1,2,-2,1.0292574626636777
4,1,1,4,0,2,0,4,5,2,3,-2,1.1613904322988449
7,0,9,1,0,5,-2,2,0,3,6,2,0.5167084039271247
7,1,9,1,0,5,0,3,4,3,3,-2,0.45165104121635613
3,1,9,2,2,2,0,2,7,2,2,-2,0.758364431595451
6,0,9,2,0,2,0,2,1,3,3,-2,0.71122382860095
3,1,9,2,2,2,0,3,3,1,3,-2,0.8696557643857848
7,1,9,2,0,2,0,3,3,3,3,-2,0.7605439977897674
7,1,9,2,0,2,0,3,1,3,4,-2,0.7605439977897674
4,0,9,1,0,1,0,4,7,1,2,5,0.7714557547695118
7,0,9,1,0,-2,1,4,1,3,4,-2,0.5163318846953282
4,1,9,2,2,2,0,3,3,11,NA,5,0.8996664291864671
5,1,11,3,0,2,0,2,4,2,3,2,1.051728137837248
3,1,9,2,0,2,0,3,7,1,2,5,2.5814843762875817
6,0,9,2,0,3,1,2,7,3,2,3,0.7360646100434736
3,0,9,2,0,3,0,2,7,1,2,5,0.8979044084394004
4,0,9,1,0,1,1,2,0,5,NA,1,0.7989824543704023
6,0,9,1,0,4,1,3,0,3,4,2,0.5012611361232783
4,0,9,3,0,2,0,3,7,1,2,5,1.5145578780216462
1,0,9,3,0,1,0,2,3,7,NA,-2,1.6139912902292624
5,0,9,1,0,2,0,3,1,3,6,2,1.2658027764600082
5,0,9,1,0,1,1,1,0,3,5,1,1.140614022944848
4,0,12,3,1,2,0,1,3,1,4,3,1.5513143024983447
5,0,2,5,0,2,0,1,3,1,3,-2,1.2451938857964884
3,0,9,2,0,1,1,1,0,5,NA,1,1.0093928382450477
1,1,9,3,0,1,1,1,3,4,6,2,1.5447069254886756
3,1,12,2,2,2,0,1,1,2,5,3,0.8823029060971241
3,1,12,1,4,1,0,1,1,2,5,1,0.5366244648149614
5,1,9,3,0,1,0,1,8,1,2,-2,1.0749473171574275
8,0,9,1,0,1,0,1,8,3,2,2,0.7720179306088683
2,0,13,1,0,1,0,3,7,1,1,4,0.679920712605531
3,0,9,1,0,-2,0,3,8,1,3,-2,0.7812854550486306
7,0,9,2,0,2,0,3,1,3,4,-2,1.0033180046781578
4,1,9,1,-2,-2,0,3,8,1,3,-2,0.8923315975616711
6,1,9,1,0,1,0,3,5,3,3,-2,0.5598259986133596
4,1,10,2,0,2,0,3,5,1,5,5,1.0707066199543591
2,1,9,1,1,1,0,3,7,1,3,3,0.6133847601035972
4,1,11,2,0,2,0,3,5,11,NA,6,1.1704189227490456
2,1,9,1,1,1,0,3,7,1,3,2,0.6705077906231082
6,0,11,1,0,1,1,3,1,3,5,1,0.5720825916871264
-2,1,5,1,0,1,1,3,1,-2,NA,-2,0.6202628924758219
3,0,9,2,2,2,0,2,1,1,4,1,1.0420059831623572
4,0,9,2,4,2,0,3,4,1,3,4,1.362529252371455
6,0,9,2,0,2,0,3,2,3,4,2,0.8548159691230102
2,1,9,1,3,1,0,3,1,2,4,3,0.6822849934778353
4,0,9,1,0,1,1,3,1,5,NA,1,0.8361161158342283
7,0,9,1,0,4,1,3,7,3,2,-2,0.5596087750253513
5,0,9,4,0,2,0,6,1,1,-2,1,2.0096085917786617
6,0,9,2,0,2,1,2,7,3,-2,-2,1.2167584161571137
4,1,9,2,0,1,0,3,5,1,5,1,0.8970509630019456
5,0,9,1,0,1,1,3,1,1,4,-2,0.5609768065668426
5,1,9,1,0,5,1,3,1,2,5,1,0.4903457285743603
7,1,9,1,0,5,1,3,1,3,5,-2,0.4500098674979466
4,1,5,1,0,1,0,1,5,3,-2,2,0.7909938041853042
1,1,7,3,0,1,0,1,7,2,5,-2,1.5563036183024563
5,0,9,4,0,1,0,1,0,3,5,-2,1.376896848926966
6,0,12,1,0,1,0,1,0,3,5,2,0.567730704620566
6,1,9,1,0,5,0,1,1,3,5,1,0.49624926152456866
5,0,9,1,0,-2,1,1,0,5,NA,-2,0.7263614284635604
5,0,6,1,0,-2,1,1,7,5,NA,1,0.7263614284635604
3,1,6,2,2,2,0,1,3,1,5,-2,0.8889266841108577
7,1,9,2,0,2,0,1,0,3,5,2,0.7773970825722784
5,1,9,1,0,-2,-2,2,0,3,5,-2,0.6906507010445592
3,1,5,-2,-2,-2,0,1,3,11,NA,-2,0.9669725272593781
4,1,9,3,0,1,0,1,1,1,3,3,1.6310598825732725
2,1,9,1,2,1,0,1,1,11,NA,1,0.7238284864811196
4,1,9,2,0,2,0,3,1,11,NA,-2,1.274797426208726
2,1,9,2,4,3,0,3,1,11,NA,3,1.0723969617090574
5,0,9,3,0,2,0,2,1,2,5,1,1.3598597392012464
3,1,9,1,1,1,-2,2,1,4,6,1,0.6821390812388319
4,1,9,1,0,-2,0,2,6,2,5,2,0.7755155273322386
2,1,9,2,-2,1,0,1,7,1,3,2,0.9579807842465538
6,1,9,1,0,5,0,1,1,3,3,-2,0.7325647843722377
4,1,9,4,0,2,0,1,0,4,6,3,2.2134406307919536
2,1,9,2,2,3,0,1,1,2,5,3,1.4423994427812619
3,1,9,2,1,1,0,1,1,1,3,2,1.3122364810535008
3,0,10,1,0,3,0,1,4,1,3,3,0.9495032371808306
3,1,10,2,0,1,0,1,4,2,3,3,1.2187253469445607
5,0,12,2,0,2,0,1,7,1,2,9,1.2931374610372044
3,0,12,2,0,2,0,1,7,1,2,-2,1.2329585263450047
8,0,9,2,0,2,0,3,1,3,2,-2,1.5197905253120216
5,0,9,2,0,2,0,3,8,3,6,-2,1.277136752755173
5,1,9,2,0,2,0,3,1,3,3,-2,1.1163359058485602
4,0,9,2,3,2,0,3,7,1,2,-2,1.5911100539399867
3,0,5,2,4,2,0,1,1,-2,NA,-2,0.9334022863575567
3,0,9,1,0,5,1,1,4,3,6,-2,0.6356483984361383
5,1,9,3,0,2,0,3,7,3,2,5,1.2123708828485606
3,0,4,3,1,2,0,2,7,1,3,-2,1.471901976449631
4,1,9,2,0,2,0,2,7,1,2,-2,1.0528781250255985
3,0,4,2,1,1,0,3,5,1,1,-2,0.921852781263327
3,1,9,2,-2,2,0,6,7,1,2,-2,0.9193592351078125
5,0,9,1,0,4,1,3,0,3,5,1,0.7512285312393628
1,1,-2,-2,-2,1,0,4,7,9,NA,-2,0.8491120320676063
3,0,4,2,1,2,0,3,7,1,2,-2,0.915137340504526
5,0,9,1,0,1,0,3,7,3,2,3,0.6536279242212314
3,0,9,2,2,3,0,3,5,1,3,9,0.915137340504526
6,1,9,2,0,2,0,4,1,3,3,-2,0.6605487795918606
6,0,9,2,0,2,0,4,7,3,3,-2,0.7556964879339689
7,1,9,2,0,2,0,4,1,3,6,-2,0.7046866178493584
4,1,9,2,2,3,0,4,7,1,2,7,1.4778368526185837
1,1,9,2,0,1,0,3,1,2,4,2,1.533907269859457
6,1,9,2,0,2,0,3,1,3,5,2,0.9189360374409762
5,1,9,2,0,2,0,4,1,3,6,-2,1.1756977161705042
2,1,9,2,2,2,0,3,5,2,3,5,1.2321764057691145
4,1,9,3,0,4,0,3,3,1,3,3,1.8908419123995415
